meet,rcDate,rcNo,rcDist,hrNo,hrNm,jkNm,trNm,wght,hrWght,age,sex,rcTime,s1f,g3f,ordBigo,trackCond,weather,ord,winOdds,plcOdds
2,20250828,1,2400,5,골든파워,김태완,최두환,52.3,477.0,5,수,142.8,14.0,68.8,7-11-6,양호,맑음,2,0.0,7.0
2,20250828,1,2400,6,최강마,조성곤,최두환,53.4,517.0,5,거,144.2,20.4,71.8,8-4-5,양호,맑음,8,0.0,0.0
2,20250828,1,2400,7,로얄킹,장석현,김동수,52.7,494.0,5,암,145.3,20.0,64.7,3-7-1,양호,맑음,10,0.0,0.0
2,20250828,1,2400,8,스피드킹,한동훈,오창근,57.8,497.0,7,수,142.9,17.0,66.6,8-5-1,양호,맑음,1,16.3,1.9
2,20250828,1,2400,9,독수리,김민기,김동수,52.6,492.0,4,암,143.4,13.3,69.4,2-2-10,양호,맑음,5,0.0,0.0
2,20250828,1,2400,10,크리스탈,최보경,김영관,56.9,475.0,6,거,144.7,14.6,51.6,3-6-5,양호,맑음,11,0.0,0.0
2,20250828,1,2400,11,브레이브,송재광,이재형,55.0,443.0,4,거,144.8,16.9,65.8,3-3-4,양호,맑음,9,0.0,0.0
3,20250828,2,1400,1,브레이브,김태완,이재형,56.2,490.0,6,수,84.5,9.1,34.4,3-9-9,양호,흐림,11,0.0,0.0
3,20250828,2,1400,2,뉴스타,한동훈,최두환,56.7,520.0,4,암,84.5,9.5,35.3,7-6-8,양호,흐림,12,0.0,0.0
3,20250828,2,1400,3,행운마,문세영,조순호,52.6,440.0,4,수,83.1,7.6,30.3,11-12-9,양호,흐림,10,0.0,0.0
3,20250828,2,1400,4,결승타,이승헌,김동수,57.5,491.0,8,암,81.8,11.0,32.3,5-12-9,양호,흐림,6,0.0,0.0
3,20250828,2,1400,5,뉴레전드,이찬호,김동수,54.0,502.0,5,거,82.3,11.0,35.3,9-9-12,양호,흐림,7,0.0,0.0
3,20250828,2,1400,6,스타라이트,한동훈,조순호,56.3,511.0,4,수,82.3,9.7,31.9,6-5-4,양호,흐림,3,0.0,1.9
3,20250828,2,1400,7,썬더볼트,문세영,최두환,58.0,515.0,8,수,81.9,8.3,39.4,2-6-2,양호,흐림,2,0.0,6.3
3,20250828,2,1400,8,윈드러너,이승헌,조순호,56.8,463.0,6,암,82.9,9.4,40.7,9-12-10,양호,흐림,8,0.0,0.0
3,20250828,2,1400,9,코스모스,한동훈,최두환,57.7,499.0,4,수,83.4,12.9,33.3,6-8-6,양호,흐림,5,0.0,0.0
3,20250828,2,1400,10,하늘바람,박찬호,김영관,52.1,444.0,3,수,83.6,6.7,32.0,3-3-2,양호,흐림,9,0.0,0.0
3,20250828,2,1400,11,골드러시,김민기,이재형,53.5,467.0,5,암,82.1,8.3,31.4,10-9-4,양호,흐림,4,0.0,0.0
3,20250828,2,1400,12,신바람,김용근,조순호,53.1,468.0,5,수,81.7,8.1,42.0,7-4-11,양호,흐림,1,5.3,4.0
2,20250828,3,1700,1,코스모스,이승헌,박배진,55.5,443.0,3,거,100.8,13.6,46.2,2-4-3,양호,맑음,9,0.0,0.0
2,20250828,3,1700,2,스피드킹,박찬호,박배진,54.1,456.0,4,암,101.3,13.4,42.2,6-5-7,양호,맑음,6,0.0,0.0
2,20250828,3,1700,3,골드러시,최보경,정길상,53.5,497.0,8,수,100.6,12.2,38.7,6-8-2,양호,맑음,5,0.0,0.0
2,20250828,3,1700,4,썬더볼트,최보경,정해성,53.7,456.0,7,암,99.5,8.9,40.6,3-8-9,양호,맑음,1,7.3,4.5
2,20250828,3,1700,5,백마왕,김민기,정해성,55.1,502.0,8,수,100.4,10.9,49.2,6-7-5,양호,맑음,4,0.0,0.0
2,20250828,3,1700,6,전설마,문세영,최두환,53.6,490.0,7,수,101.4,12.1,44.1,10-6-1,양호,맑음,7,0.0,0.0
2,20250828,3,1700,7,천둥호,이승헌,박배진,55.1,515.0,6,수,100.9,12.4,44.9,9-2-10,양호,맑음,8,0.0,0.0
2,20250828,3,1700,8,신바람,한동훈,김영관,58.2,490.0,5,거,100.3,12.8,49.7,8-5-7,양호,맑음,2,0.0,1.3
2,20250828,3,1700,9,무적호,유현명,이재형,53.6,493.0,7,수,99.7,13.3,36.4,5-2-6,양호,맑음,3,0.0,4.6
2,20250828,3,1700,10,광풍,김태완,김영관,55.5,513.0,7,암,101.5,13.5,50.2,4-6-4,양호,맑음,10,0.0,0.0
3,20250828,4,1800,1,무적호,김민기,오창근,54.5,508.0,3,암,106.3,11.3,48.4,4-10-7,양호,맑음,2,0.0,3.0
3,20250828,4,1800,2,뉴스타,김민기,김동수,56.8,463.0,4,암,108.3,9.3,43.9,8-2-11,양호,맑음,9,0.0,0.0
3,20250828,4,1800,3,크리스탈,문세영,조순호,56.8,520.0,4,수,107.8,12.3,46.6,9-11-9,양호,맑음,10,0.0,0.0
3,20250828,4,1800,4,골드러시,최보경,김동수,55.8,489.0,7,거,106.5,10.6,43.8,5-4-5,양호,맑음,3,0.0,3.6
3,20250828,4,1800,5,챔피언쉽,송재광,이재형,53.3,461.0,5,수,108.9,14.8,40.6,3-6-9,양호,맑음,11,0.0,0.0
3,20250828,4,1800,6,윈드러너,박찬호,정길상,55.0,491.0,3,수,107.7,14.6,52.9,9-1-11,양호,맑음,5,0.0,0.0
3,20250828,4,1800,7,번개호,조성곤,정길상,56.6,510.0,8,거,106.1,14.1,51.3,2-6-2,양호,맑음,4,0.0,0.0
3,20250828,4,1800,8,프라이드,박태종,박재형,57.2,463.0,5,수,108.0,15.2,47.7,11-2-4,양호,맑음,7,0.0,0.0
3,20250828,4,1800,9,뉴레전드,한동훈,박재형,55.4,462.0,4,수,108.5,16.4,49.4,7-5-2,양호,맑음,6,0.0,0.0
3,20250828,4,1800,10,로얄킹,송재광,이재형,53.2,473.0,6,거,107.5,9.5,49.1,4-10-3,양호,맑음,8,0.0,0.0
3,20250828,4,1800,11,자이언트,조성곤,김동수,53.5,514.0,6,암,104.0,8.9,42.6,1-9-2,양호,맑음,1,14.4,3.9
1,20250828,5,1800,1,퍼펙트,김용근,박재형,57.5,502.0,6,수,107.7,9.2,42.7,9-1-10,양호,맑음,10,0.0,0.0
1,20250828,5,1800,2,광풍,박태종,정해성,52.0,441.0,6,암,107.2,13.5,38.2,11-4-6,양호,맑음,9,0.0,0.0
1,20250828,5,1800,3,영웅호,장석현,김영관,57.8,495.0,7,거,107.0,8.9,46.0,4-4-2,양호,맑음,4,0.0,0.0
1,20250828,5,1800,4,돌풍,이승헌,정길상,52.9,508.0,4,수,107.5,10.7,48.1,9-7-1,양호,맑음,5,0.0,0.0
1,20250828,5,1800,5,크리스탈,조성곤,조순호,55.3,478.0,5,암,108.1,13.1,41.2,4-8-2,양호,맑음,12,0.0,0.0
1,20250828,5,1800,6,골든파워,이승헌,이재형,52.2,449.0,4,수,107.1,10.3,38.2,3-6-7,양호,맑음,6,0.0,0.0
1,20250828,5,1800,7,결승타,최보경,오창근,53.9,501.0,3,수,106.6,10.2,53.5,2-6-2,양호,맑음,2,0.0,6.8
1,20250828,5,1800,8,청룡,최보경,오창근,55.5,489.0,7,수,105.9,14.5,49.2,3-7-11,양호,맑음,1,20.3,3.9
1,20250828,5,1800,9,행운마,박찬호,조순호,52.6,464.0,4,거,107.8,8.9,52.7,1-4-11,양호,맑음,11,0.0,0.0
1,20250828,5,1800,10,코스모스,한동훈,박재형,56.8,449.0,3,암,107.5,11.2,43.6,4-12-7,양호,맑음,3,0.0,5.2
1,20250828,5,1800,11,갤럭시,박찬호,정해성,52.6,472.0,6,암,108.3,15.4,49.5,2-12-5,양호,맑음,8,0.0,0.0
1,20250828,5,1800,12,뉴레전드,김태완,이재형,53.3,500.0,4,거,107.5,10.5,52.7,4-5-9,양호,맑음,7,0.0,0.0
3,20250829,6,1400,1,파이널킹,한동훈,최두환,55.5,518.0,6,암,83.3,8.5,41.1,2-3-4,포슬,흐림,4,0.0,0.0
3,20250829,6,1400,2,광풍,송재광,김영관,54.3,443.0,5,수,83.1,8.4,35.8,1-8-6,포슬,흐림,6,0.0,0.0
3,20250829,6,1400,3,독수리,문세영,김영관,54.8,451.0,8,암,83.7,6.9,31.8,10-2-5,포슬,흐림,5,0.0,0.0
3,20250829,6,1400,4,썬더볼트,유현명,정길상,56.7,450.0,7,암,81.2,11.2,32.7,5-3-8,포슬,흐림,1,14.6,2.3
3,20250829,6,1400,5,행운마,송재광,이재형,57.1,455.0,6,암,83.3,12.4,33.2,5-4-7,포슬,흐림,9,0.0,0.0
3,20250829,6,1400,6,블루문,이승헌,오창근,55.6,516.0,6,거,83.0,10.4,34.8,5-7-8,포슬,흐림,7,0.0,0.0
3,20250829,6,1400,7,코스모스,한동훈,이재형,54.7,481.0,8,수,83.2,7.4,41.3,4-4-4,포슬,흐림,3,0.0,3.2
3,20250829,6,1400,8,에이스,김용근,정해성,56.3,485.0,8,수,84.1,10.1,32.0,8-1-3,포슬,흐림,10,0.0,0.0
3,20250829,6,1400,9,크리스탈,한동훈,오창근,56.7,479.0,7,거,85.1,10.0,31.2,5-10-2,포슬,흐림,11,0.0,0.0
3,20250829,6,1400,10,퍼펙트,장석현,박배진,54.5,465.0,6,암,84.4,9.2,42.2,1-4-9,포슬,흐림,8,0.0,0.0
3,20250829,6,1400,11,백마왕,조성곤,최두환,58.6,518.0,4,거,82.7,9.1,40.7,3-3-9,포슬,흐림,2,0.0,3.9
1,20250829,7,1000,1,플라잉킹,이승헌,박배진,56.2,513.0,7,암,58.3,6.6,29.3,1-4-1,양호,맑음,3,0.0,5.8
1,20250829,7,1000,2,뉴스타,장석현,조순호,54.0,500.0,6,거,60.5,7.5,28.5,2-2-3,양호,맑음,8,0.0,0.0
1,20250829,7,1000,3,전설마,문세영,이재형,55.3,442.0,8,거,58.3,5.7,23.5,6-6-2,양호,맑음,2,0.0,1.5
1,20250829,7,1000,4,뉴레전드,김민기,이재형,56.1,452.0,3,수,59.2,7.0,22.6,4-4-6,양호,맑음,7,0.0,0.0
1,20250829,7,1000,5,루비스타,김민기,박배진,53.1,458.0,7,수,58.6,7.3,25.6,2-4-8,양호,맑음,1,24.9,2.6
1,20250829,7,1000,6,탑클래스,박태종,정해성,58.4,459.0,8,거,59.4,6.1,22.7,8-7-8,양호,맑음,5,0.0,0.0
1,20250829,7,1000,7,사파이어,정성원,이재형,53.7,441.0,7,거,59.0,8.2,22.9,7-7-6,양호,맑음,6,0.0,0.0
1,20250829,7,1000,8,매직타임,유현명,박재형,53.8,461.0,7,수,59.2,6.3,25.2,1-7-3,양호,맑음,4,0.0,0.0
3,20250829,8,1600,1,명마왕,정성원,김영관,52.4,441.0,3,거,96.9,11.8,37.7,4-2-5,다습,흐림,7,0.0,0.0
3,20250829,8,1600,2,돌풍,송재광,김영관,56.1,484.0,3,거,95.3,12.8,43.0,7-4-4,다습,흐림,3,0.0,3.5
3,20250829,8,1600,3,로얄킹,문세영,김동수,59.0,520.0,5,암,97.4,11.9,39.0,5-4-3,다습,흐림,6,0.0,0.0
3,20250829,8,1600,4,광풍,이승헌,김영관,57.8,487.0,7,수,95.1,11.8,43.4,3-5-5,다습,흐림,5,0.0,0.0
3,20250829,8,1600,5,스타라이트,박태종,김영관,57.6,473.0,8,거,95.6,10.4,37.3,7-3-5,다습,흐림,2,0.0,2.6
3,20250829,8,1600,6,자이언트,장석현,정길상,55.6,482.0,5,거,94.5,14.1,35.5,7-4-3,다습,흐림,1,28.0,4.2
3,20250829,8,1600,7,퍼펙트,이찬호,박배진,52.7,479.0,8,암,94.8,9.7,44.7,2-1-4,다습,흐림,4,0.0,0.0
3,20250829,8,1600,8,크리스탈,이승헌,오창근,58.5,454.0,8,거,97.2,10.0,37.6,6-3-6,다습,흐림,8,0.0,0.0
2,20250829,9,1400,1,백마왕,김용근,최두환,52.4,512.0,3,거,82.4,12.6,40.2,2-6-9,양호,흐림,2,0.0,2.5
2,20250829,9,1400,2,비상마,박태종,김동수,56.8,507.0,7,수,84.2,8.9,31.5,1-2-5,양호,흐림,12,0.0,0.0
2,20250829,9,1400,3,실버윙,박찬호,정길상,52.9,501.0,5,거,84.4,8.6,34.5,7-9-3,양호,흐림,11,0.0,0.0
2,20250829,9,1400,4,골드러시,정성원,최두환,52.1,503.0,3,거,82.3,9.8,40.2,4-6-7,양호,흐림,5,0.0,0.0
2,20250829,9,1400,5,다이아몬드,이찬호,김영관,54.8,505.0,6,암,83.6,7.1,35.4,9-10-3,양호,흐림,8,0.0,0.0
2,20250829,9,1400,6,영웅호,이승헌,박배진,58.3,484.0,5,거,82.1,11.0,35.9,8-2-9,양호,흐림,6,0.0,0.0
2,20250829,9,1400,7,에메랴르드,유현명,최두환,53.4,516.0,4,암,81.7,8.5,38.2,12-1-6,양호,흐림,3,0.0,1.4
2,20250829,9,1400,8,돌풍,유현명,정길상,56.5,501.0,8,수,83.5,8.6,33.4,11-9-1,양호,흐림,7,0.0,0.0
2,20250829,9,1400,9,사파이어,김용근,박배진,53.2,448.0,3,거,83.4,11.3,38.9,3-5-11,양호,흐림,9,0.0,0.0
2,20250829,9,1400,10,하늘바람,송재광,김영관,57.8,464.0,4,암,83.7,7.2,39.1,7-10-8,양호,흐림,10,0.0,0.0
2,20250829,9,1400,11,청룡,정성원,최두환,54.1,504.0,7,수,81.7,9.7,33.5,1-2-10,양호,흐림,1,11.9,3.7
2,20250829,9,1400,12,탑클래스,이승헌,오창근,55.7,498.0,4,수,82.6,8.1,34.7,5-2-10,양호,흐림,4,0.0,0.0
1,20250829,10,2000,1,하늘바람,정성원,박재형,58.0,465.0,8,거,120.6,14.5,59.7,1-8-3,포슬,비,7,0.0,0.0
1,20250829,10,2000,2,파워블레이드,정성원,박재형,57.4,513.0,3,거,119.0,13.9,51.6,7-3-4,포슬,비,3,0.0,4.3
1,20250829,10,2000,3,프라이드,박태종,박재형,53.8,460.0,5,암,119.5,12.2,44.6,8-8-3,포슬,비,5,0.0,0.0
1,20250829,10,2000,4,로얄킹,유현명,조순호,57.5,473.0,4,수,121.1,15.3,49.7,2-7-1,포슬,비,8,0.0,0.0
1,20250829,10,2000,5,청룡,한동훈,박재형,56.1,514.0,3,수,118.3,13.6,54.2,2-1-2,포슬,비,1,20.9,2.3
1,20250829,10,2000,6,루비스타,이승헌,정길상,56.9,471.0,7,암,118.9,17.1,47.0,3-2-6,포슬,비,2,0.0,3.8
1,20250829,10,2000,7,플라잉킹,박태종,박배진,56.0,507.0,7,거,119.2,17.1,56.3,1-5-8,포슬,비,6,0.0,0.0
1,20250829,10,2000,8,천둥호,문세영,김동수,56.9,447.0,4,암,119.2,17.1,47.8,7-5-2,포슬,비,4,0.0,0.0
2,20250830,1,2000,1,백마왕,문세영,김동수,56.4,501.0,4,암,118.0,15.6,53.1,3-7-3,포슬,눈,3,0.0,4.7
2,20250830,1,2000,2,드래곤킹,김태완,김동수,53.0,477.0,3,수,119.2,13.0,55.7,4-6-5,포슬,눈,6,0.0,0.0
2,20250830,1,2000,3,스피드킹,정성원,정길상,57.9,473.0,7,거,118.7,13.5,56.9,4-1-5,포슬,눈,4,0.0,0.0
2,20250830,1,2000,4,신바람,이찬호,박재형,58.7,453.0,7,거,118.6,17.0,58.0,6-4-3,포슬,눈,2,0.0,7.4
2,20250830,1,2000,5,골든파워,장석현,김영관,56.8,440.0,8,거,119.7,11.3,60.0,4-1-1,포슬,눈,7,0.0,0.0
2,20250830,1,2000,6,청룡,조성곤,정길상,52.3,479.0,6,거,118.4,12.4,48.3,1-2-5,포슬,눈,1,23.7,4.1
2,20250830,1,2000,7,태풍호,문세영,김동수,55.0,499.0,4,암,119.9,17.3,50.4,1-1-6,포슬,눈,8,0.0,0.0
2,20250830,1,2000,8,갤럭시,최보경,정길상,53.0,513.0,8,암,118.6,14.9,42.7,4-7-2,포슬,눈,5,0.0,0.0
1,20250830,2,2400,1,무적호,한동훈,정해성,58.2,476.0,8,암,143.1,16.2,54.7,12-11-10,양호,맑음,2,0.0,1.5
1,20250830,2,2400,2,탑클래스,김민기,박재형,58.5,503.0,8,암,144.5,15.2,51.8,12-9-11,양호,맑음,4,0.0,0.0
1,20250830,2,2400,3,프라이드,최보경,정해성,58.5,484.0,3,거,142.4,18.4,56.4,3-5-6,양호,맑음,6,0.0,0.0
1,20250830,2,2400,4,드래곤킹,장석현,이재형,57.6,500.0,6,거,144.6,12.2,52.2,8-6-6,양호,맑음,10,0.0,0.0
1,20250830,2,2400,5,비상마,문세영,김동수,55.0,461.0,7,거,144.9,12.8,67.0,12-9-9,양호,맑음,11,0.0,0.0
1,20250830,2,2400,6,명마왕,한동훈,오창근,55.1,517.0,8,수,144.6,15.1,51.0,10-2-10,양호,맑음,12,0.0,0.0
1,20250830,2,2400,7,다이아몬드,이찬호,박배진,55.2,475.0,5,수,144.3,19.9,52.2,1-2-4,양호,맑음,7,0.0,0.0
1,20250830,2,2400,8,번개호,조성곤,최두환,57.7,503.0,5,거,143.3,14.1,72.7,3-9-11,양호,맑음,5,0.0,0.0
1,20250830,2,2400,9,플라잉킹,박태종,김영관,58.5,465.0,5,거,143.5,15.6,57.3,7-11-12,양호,맑음,8,0.0,0.0
1,20250830,2,2400,10,에메랴르드,이찬호,김동수,57.9,514.0,4,암,144.0,14.4,65.2,4-4-1,양호,맑음,3,0.0,7.3
1,20250830,2,2400,11,루비스타,정성원,최두환,52.1,464.0,5,암,143.2,15.1,65.7,4-3-2,양호,맑음,1,24.4,3.7
1,20250830,2,2400,12,광풍,김민기,정길상,58.1,488.0,5,암,145.0,21.8,59.5,2-8-8,양호,맑음,9,0.0,0.0
3,20250830,3,1000,1,사파이어,이승헌,정길상,56.2,470.0,3,암,58.8,8.1,23.3,7-12-3,양호,맑음,10,0.0,0.0
3,20250830,3,1000,2,결승타,김태완,정해성,56.9,451.0,3,거,57.4,8.6,27.5,1-3-9,양호,맑음,4,0.0,0.0
3,20250830,3,1000,3,전설마,문세영,김동수,55.2,513.0,7,수,58.8,8.9,25.4,1-1-5,양호,맑음,3,0.0,5.4
3,20250830,3,1000,4,코스모스,조성곤,박재형,52.5,474.0,6,암,58.6,7.6,21.1,12-8-3,양호,맑음,2,0.0,6.9
3,20250830,3,1000,5,빛나는별,이승헌,김동수,55.0,504.0,4,암,57.7,4.5,21.5,9-10-3,양호,맑음,1,12.5,3.8
3,20250830,3,1000,6,크리스탈,장석현,박배진,53.5,496.0,5,거,60.1,6.3,21.6,4-11-8,양호,맑음,12,0.0,0.0
3,20250830,3,1000,7,돌풍,김민기,오창근,56.9,442.0,8,수,59.8,6.5,21.9,3-12-5,양호,맑음,7,0.0,0.0
3,20250830,3,1000,8,골드러시,정성원,최두환,53.4,502.0,4,암,58.3,7.6,29.1,6-7-8,양호,맑음,5,0.0,0.0
3,20250830,3,1000,9,천둥호,이승헌,최두환,58.5,515.0,6,수,59.1,8.1,24.4,5-2-5,양호,맑음,6,0.0,0.0
3,20250830,3,1000,10,광풍,정성원,박재형,53.1,492.0,7,거,59.7,7.7,30.1,1-8-8,양호,맑음,9,0.0,0.0
3,20250830,3,1000,11,비상마,김태완,정해성,58.1,515.0,6,거,58.3,8.1,26.0,12-8-9,양호,맑음,11,0.0,0.0
3,20250830,3,1000,12,윈드러너,김태완,오창근,57.8,469.0,8,암,58.6,7.1,24.2,10-4-5,양호,맑음,8,0.0,0.0
3,20250830,4,1700,1,갤럭시,이승헌,박배진,54.8,461.0,8,암,100.3,9.0,39.7,8-8-5,양호,맑음,5,0.0,0.0
3,20250830,4,1700,2,태풍호,이승헌,오창근,57.4,487.0,8,수,102.4,13.0,50.1,4-2-9,양호,맑음,8,0.0,0.0
3,20250830,4,1700,3,신바람,정성원,정해성,58.0,520.0,4,암,100.3,12.1,50.1,1-7-9,양호,맑음,1,6.7,2.3
3,20250830,4,1700,4,챔피언쉽,정성원,박배진,56.7,475.0,8,수,102.4,14.0,47.1,1-6-1,양호,맑음,9,0.0,0.0
3,20250830,4,1700,5,썬더볼트,한동훈,김동수,55.3,517.0,6,암,100.4,9.0,47.9,4-5-7,양호,맑음,3,0.0,2.9
3,20250830,4,1700,6,청룡,김태완,김영관,55.7,472.0,5,수,100.2,13.9,41.0,3-2-5,양호,맑음,2,0.0,6.2
3,20250830,4,1700,7,번개호,송재광,김영관,56.7,459.0,7,거,101.0,9.2,45.0,8-1-9,양호,맑음,4,0.0,0.0
3,20250830,4,1700,8,행운마,김민기,오창근,56.6,474.0,3,암,102.0,15.3,39.8,1-2-8,양호,맑음,7,0.0,0.0
3,20250830,4,1700,9,독수리,문세영,김동수,56.0,489.0,6,거,99.9,8.6,51.2,6-6-3,양호,맑음,6,0.0,0.0
2,20250830,5,1700,1,최강마,김용근,정길상,58.6,454.0,6,거,101.7,13.9,37.0,2-9-1,양호,흐림,12,0.0,0.0
2,20250830,5,1700,2,뉴스타,문세영,이재형,52.6,462.0,7,거,102.2,8.6,47.7,5-8-11,양호,흐림,11,0.0,0.0
2,20250830,5,1700,3,다이아몬드,김태완,김동수,54.5,495.0,4,수,101.9,9.9,46.5,9-3-4,양호,흐림,7,0.0,0.0
2,20250830,5,1700,4,신바람,송재광,최두환,52.5,450.0,8,거,98.6,13.0,38.0,4-7-7,양호,흐림,1,20.2,5.0
2,20250830,5,1700,5,행운마,최보경,박재형,56.4,460.0,7,암,102.7,11.4,35.8,7-10-9,양호,흐림,10,0.0,0.0
2,20250830,5,1700,6,광풍,장석현,정해성,53.4,486.0,6,암,101.7,14.5,43.7,7-3-8,양호,흐림,9,0.0,0.0
2,20250830,5,1700,7,탑클래스,유현명,조순호,55.3,490.0,5,거,100.2,15.2,41.9,9-5-6,양호,흐림,5,0.0,0.0
2,20250830,5,1700,8,썬더볼트,최보경,박배진,58.8,498.0,7,수,100.1,8.5,41.6,10-5-8,양호,흐림,2,0.0,5.6
2,20250830,5,1700,9,백마왕,정성원,조순호,58.8,505.0,4,암,100.9,15.0,42.2,12-6-9,양호,흐림,4,0.0,0.0
2,20250830,5,1700,10,프라이드,송재광,박배진,58.5,487.0,6,암,102.5,9.3,40.1,7-4-2,양호,흐림,8,0.0,0.0
2,20250830,5,1700,11,무적호,김용근,박배진,56.8,504.0,8,수,102.4,15.3,45.7,8-5-10,양호,흐림,3,0.0,4.6
2,20250830,5,1700,12,블루문,이찬호,최두환,57.8,487.0,3,수,102.1,13.6,38.8,3-2-6,양호,흐림,6,0.0,0.0
1,20250831,6,1400,1,실버윙,문세영,박배진,58.0,476.0,6,수,83.7,8.9,37.3,4-3-3,양호,맑음,9,0.0,0.0
1,20250831,6,1400,2,청룡,김민기,오창근,52.2,459.0,6,수,81.5,9.9,34.1,7-8-5,양호,맑음,2,0.0,3.1
1,20250831,6,1400,3,다이아몬드,송재광,박배진,54.2,462.0,8,수,82.4,8.1,39.5,3-4-4,양호,맑음,7,0.0,0.0
1,20250831,6,1400,4,프라이드,정성원,김동수,57.7,459.0,8,수,82.9,9.6,41.7,1-6-9,양호,맑음,8,0.0,0.0
1,20250831,6,1400,5,갤럭시,김태완,박배진,53.2,490.0,8,거,82.7,8.4,33.0,7-9-3,양호,맑음,4,0.0,0.0
1,20250831,6,1400,6,매직타임,김용근,박재형,53.4,513.0,8,암,84.2,11.2,30.3,6-9-9,양호,맑음,6,0.0,0.0
1,20250831,6,1400,7,뉴레전드,최보경,박배진,53.4,489.0,8,수,83.0,7.8,35.2,5-2-3,양호,맑음,5,0.0,0.0
1,20250831,6,1400,8,에이스,송재광,김동수,55.3,493.0,6,거,84.5,12.3,35.1,3-5-5,양호,맑음,10,0.0,0.0
1,20250831,6,1400,9,신바람,송재광,김동수,54.1,506.0,6,암,81.3,8.6,37.0,2-2-4,양호,맑음,1,10.0,2.6
1,20250831,6,1400,10,파워블레이드,장석현,김영관,54.6,500.0,6,수,83.0,11.6,40.4,2-1-3,양호,맑음,3,0.0,5.2
2,20250831,7,1400,1,태풍호,정성원,김동수,55.5,478.0,6,암,83.7,7.9,32.6,6-1-3,양호,맑음,8,0.0,0.0
2,20250831,7,1400,2,실버윙,이승헌,김영관,56.2,471.0,4,수,83.9,7.4,29.8,9-8-3,양호,맑음,9,0.0,0.0
2,20250831,7,1400,3,뉴스타,송재광,박배진,58.7,484.0,6,거,84.5,7.8,42.4,11-5-10,양호,맑음,10,0.0,0.0
2,20250831,7,1400,4,돌풍,이승헌,정길상,54.7,490.0,5,거,83.3,10.3,38.0,11-11-2,양호,맑음,4,0.0,0.0
2,20250831,7,1400,5,챔피언쉽,최보경,오창근,56.6,505.0,4,수,84.0,11.0,41.8,6-7-3,양호,맑음,11,0.0,0.0
2,20250831,7,1400,6,청룡,이찬호,최두환,54.3,442.0,3,거,82.5,12.0,39.7,8-1-11,양호,맑음,1,14.7,4.7
2,20250831,7,1400,7,파워블레이드,문세영,정길상,52.3,510.0,4,수,81.3,7.6,31.0,3-3-1,양호,맑음,2,0.0,1.9
2,20250831,7,1400,8,결승타,정성원,최두환,53.6,497.0,6,거,82.7,12.5,30.2,9-1-5,양호,맑음,3,0.0,1.2
2,20250831,7,1400,9,플라잉킹,박찬호,오창근,52.5,476.0,3,거,83.2,12.1,33.8,3-5-8,양호,맑음,6,0.0,0.0
2,20250831,7,1400,10,탑클래스,장석현,김동수,58.3,489.0,3,수,83.3,10.7,40.4,10-1-7,양호,맑음,7,0.0,0.0
2,20250831,7,1400,11,파이널킹,박찬호,김동수,52.4,472.0,7,암,84.0,10.5,35.9,7-1-3,양호,맑음,5,0.0,0.0
2,20250831,8,1000,1,매직타임,최보경,박재형,57.4,491.0,5,거,58.8,7.0,23.9,7-7-8,양호,맑음,10,0.0,0.0
2,20250831,8,1000,2,파워블레이드,박찬호,박재형,54.9,509.0,3,암,58.8,6.5,27.6,1-1-1,양호,맑음,4,0.0,0.0
2,20250831,8,1000,3,천둥호,송재광,정길상,57.9,449.0,6,암,58.2,6.0,25.4,8-12-2,양호,맑음,7,0.0,0.0
2,20250831,8,1000,4,탑클래스,문세영,정해성,53.7,505.0,4,거,58.4,8.7,23.0,11-11-9,양호,맑음,6,0.0,0.0
2,20250831,8,1000,5,드래곤킹,김민기,조순호,53.6,474.0,4,수,58.9,7.4,20.9,12-4-5,양호,맑음,12,0.0,0.0
2,20250831,8,1000,6,독수리,김태완,정길상,52.8,462.0,6,거,59.0,6.9,25.6,7-7-2,양호,맑음,8,0.0,0.0
2,20250831,8,1000,7,자이언트,문세영,정길상,52.3,511.0,7,거,57.2,4.7,30.0,7-3-11,양호,맑음,1,16.9,2.1
2,20250831,8,1000,8,파이널킹,김민기,박재형,55.5,500.0,7,암,58.1,5.5,29.0,9-11-10,양호,맑음,9,0.0,0.0
2,20250831,8,1000,9,스타라이트,유현명,박재형,52.4,472.0,7,수,58.2,7.5,24.5,2-6-12,양호,맑음,2,0.0,3.6
2,20250831,8,1000,10,골드러시,김태완,김동수,56.7,444.0,3,암,57.9,7.0,24.9,8-6-2,양호,맑음,3,0.0,7.9
2,20250831,8,1000,11,번개호,김민기,조순호,52.8,514.0,4,수,59.6,8.1,27.2,8-1-11,양호,맑음,11,0.0,0.0
2,20250831,8,1000,12,영웅호,김민기,박배진,54.0,460.0,7,수,58.8,8.9,24.8,11-4-11,양호,맑음,5,0.0,0.0
3,20250831,9,1600,1,퍼펙트,이승헌,정해성,53.7,507.0,6,암,94.8,11.9,35.1,6-4-7,다습,흐림,9,0.0,0.0
3,20250831,9,1600,2,전설마,문세영,김동수,54.1,498.0,7,거,94.9,10.8,36.5,4-2-1,다습,흐림,4,0.0,0.0
3,20250831,9,1600,3,에이스,정성원,이재형,58.1,453.0,8,거,96.3,11.3,38.4,10-10-10,다습,흐림,10,0.0,0.0
